Date,Open,High,Low,Close,Adj Close,Volume
2010-02-01,11.400000,11.400000,10.280000,10.630000,10.501944,1186600
2010-03-01,10.700000,11.950000,10.580000,11.380000,11.242909,927900
2010-04-01,11.410000,11.880000,10.810000,10.940000,10.808209,629300
2010-05-01,10.850000,11.270000,9.800000,10.250000,10.126521,1478000
2010-06-01,10.350000,11.310000,9.900000,10.000000,9.879533,1200600
2010-07-01,10.030000,11.310000,9.760000,10.550000,10.422908,1108700
2010-08-01,10.600000,10.830000,9.990000,10.360000,10.235196,619200
2010-09-01,10.400000,11.990000,10.280000,11.490000,11.351583,602900
2010-10-01,11.500000,15.710000,10.990000,14.410000,14.236407,4088700
2010-11-01,14.460000,17.830000,13.410000,17.379999,17.170628,4413600
2010-12-01,17.780001,18.350000,15.470000,17.000000,16.795206,2430000
2011-01-01,17.209999,19.180000,15.990000,17.570000,17.358339,1455600
2011-02-01,17.500000,17.500000,15.150000,15.600000,15.496093,907700
2011-03-01,15.580000,15.600000,13.310000,14.170000,14.075617,1965200
2011-04-01,14.170000,15.640000,13.570000,15.450000,15.347091,1484100
2011-05-01,15.630000,15.800000,14.400000,14.610000,14.512686,1624000
2011-06-01,14.410000,15.640000,14.250000,15.340000,15.237824,1368400
2011-07-01,15.360000,16.129999,14.320000,14.390000,14.294152,1502500
2011-08-01,14.520000,14.850000,11.610000,12.450000,12.367073,1779300
2011-09-01,12.580000,12.580000,11.100000,11.550000,11.473068,1730700
2011-10-01,11.640000,13.650000,10.750000,12.610000,12.526008,2393900
2011-11-01,12.340000,13.110000,10.900000,11.760000,11.681669,1332400
2011-12-01,11.740000,12.050000,10.030000,10.750000,10.678397,895300
2012-01-01,10.770000,11.690000,10.250000,11.190000,11.115466,2056600
2012-02-01,11.180000,11.180000,10.360000,10.440000,10.440000,1921800
2012-03-01,10.420000,10.570000,8.070000,8.600000,8.600000,1747900
2012-04-01,8.530000,8.610000,6.510000,6.760000,6.760000,1797800
2012-05-01,6.750000,6.890000,4.540000,4.700000,4.700000,2195000
2012-06-01,4.670000,4.690000,3.680000,4.150000,4.150000,1675200
2012-07-01,4.130000,4.450000,3.900000,4.050000,4.050000,759200
2012-08-01,4.060000,4.510000,3.930000,3.970000,3.970000,703100
2012-09-01,3.910000,4.050000,3.480000,3.690000,3.690000,855200
2012-10-01,3.680000,3.850000,3.210000,3.440000,3.440000,633900
2012-11-01,3.470000,3.530000,3.030000,3.150000,3.150000,1650500
2012-12-01,3.140000,3.630000,3.000000,3.440000,3.440000,1072200
2013-01-01,3.480000,4.400000,3.450000,4.310000,4.310000,1774500
2013-02-01,4.300000,4.340000,3.490000,3.850000,3.850000,559300
