Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,39700.000000,41950.000000,38400.000000,41050.000000,41050.000000,24246554
2019-11-01,41300.000000,44000.000000,40500.000000,40850.000000,40850.000000,29148605
2019-12-01,41150.000000,46950.000000,40350.000000,45400.000000,45400.000000,31817107
2020-01-01,45400.000000,52500.000000,44700.000000,47500.000000,47500.000000,49955200
2020-02-01,46700.000000,53000.000000,45550.000000,45550.000000,45550.000000,50875858
2020-03-01,45650.000000,49250.000000,34900.000000,40100.000000,40100.000000,80339880
2020-04-01,40100.000000,44900.000000,38700.000000,42250.000000,42250.000000,36541914
2020-05-01,42250.000000,43950.000000,40100.000000,42850.000000,42850.000000,38727541
2020-06-01,43450.000000,49000.000000,43350.000000,46500.000000,46500.000000,59384055
2020-07-01,46750.000000,51000.000000,46000.000000,49500.000000,49500.000000,45752754
2020-08-01,49950.000000,51900.000000,47500.000000,47500.000000,47500.000000,38335293
2020-09-01,47350.000000,52600.000000,46900.000000,50500.000000,50500.000000,49122043
2020-10-01,50500.000000,54200.000000,50000.000000,50100.000000,50100.000000,44891228
2020-11-01,49800.000000,60000.000000,49200.000000,58300.000000,58300.000000,44722907
2020-11-20,58200.000000,59000.000000,58000.000000,58300.000000,58300.000000,2006009
